,Intent,Query,Param
5236,GetWeather,will it be overcast at night in kenmore fl,overcast night kenmore fl
5237,GET_MESSAGE,retrieve my chat requests,
5238,GET_MESSAGE,retrieve my chat request,
5239,GetWeather,will it be colder in tallgrass prairie national preserve,colder tallgrass prairie national preserve
5240,PlayMusic,play the top-20 rita macneil songs,top-20 rita macneil
5241,SEARCH,who is the re elected pm of sri lanka,NONE
5242,SEARCH,who played harmonica in led zeppelin you shook me,NONE
5243,SEND_MESSAGE,Tell Robert to start the message tree. The car wash has been cancelled because of rain.,[SL:RECIPIENT Robert ] to [SL:CONTENT_EXACT start the message tree . The car wash has been cancelled because of rain ] . 
5244,SEARCH,when did mr. rogers neighborhood go off the air,NONE
5245,SEND_MESSAGE,Message Stinky Pete asking him if he wants to ride along with Paul and me to this years Alumni dinner.,[SL:RECIPIENT Stinky Pete ] asking him if [SL:CONTENT_EXACT he wants to ride along with Paul and me to this years Alumni dinner ] . 
5246,SEARCH,what nba player has scored the most 3 pointers,NONE
5247,GET_MESSAGE,i want my chats,
5248,GET_MESSAGE,1 require my chats,
5249,SEND_MESSAGE,Message Shauna and ask how the girls are doing,[SL:RECIPIENT Shauna ] and ask [SL:CONTENT_EXACT how the girls are doing ] 
5250,SEND_MESSAGE,Message Eric and let him know that I will not be able to attend E's Birthday Extravaganza on the 7th of July at Cruze in Pittsburgh.,[SL:RECIPIENT Eric ] and let him know that [SL:CONTENT_EXACT I will not be able to attend E 's Birthday Extravaganza on the 7th of July at Cruze in Pittsburgh ] . 
5251,SEARCH,who sings the song then i got high,NONE
5252,SEND_MESSAGE,I need to send a message to Connor letting him know to arrive no later than 7pm to tonight's embassy dinner in Spokane,[SL:RECIPIENT Connor ] letting him know to [SL:CONTENT_EXACT arrive no later than 7 pm to tonight 's embassy dinner in Spokane ] 
5253,GetWeather,what is the weather forecast for kinbrae,kinbrae
5254,SEARCH,​which is the longest surviving and most successful space telescope,NONE
5255,GetWeather,what s the weather in ri,ri
5256,GetWeather,is it hot in gold beach bahrain,hot gold beach bahrain
5257,GetWeather,what s the forecast for al twenty one minutes from now,al twenty one minutes from now
5258,PlayMusic,play some folk tunes,folk
5259,GetWeather,forecast for samoa next sat,samoa next sat
5260,GetWeather,what is the weather in richardson tanzania,richardson tanzania
5261,PlayMusic,play a soundtrack from 1954,soundtrack 1954
5262,GET_MESSAGE,Did my mom text me in the last five days?,[SL:SENDER 
5263,GET_MESSAGE,Did my mamma text me in the last v days?,[SL:SENDER 
5264,PlayMusic,play contigo en la distancia,contigo en la distancia
5265,PlayMusic,i want to hear la jaula de oro by mc ren on google music,la jaula de oro mc ren google music
5266,PlayMusic,play the last song by goldie,last song goldie
5267,GET_MESSAGE,launch my chat requests,
5268,GET_MESSAGE,launching my chat postulation,
5269,SEND_MESSAGE,Ask Adam if he got gas.,[SL:RECIPIENT Adam ] if [SL:CONTENT_EXACT he got gas ] . 
5270,GetWeather,tell me the weather forecast in 4 years and a half in ga,in 4 years and a half ga
5271,GET_MESSAGE,i want my chats,
5272,GET_MESSAGE,atomic number 53 want my schmoose,
5273,SEARCH,where is the island of st croix located,NONE
5274,SEARCH,where do characters live in this is us,NONE
5275,GetWeather,weather for burr,burr
5276,SEARCH,who played jason in friday the 13th the final chapter,NONE
5277,GET_MESSAGE,Messages,
5278,GET_MESSAGE,Subject matter,
5279,SEND_MESSAGE,Record a video message please.,[SL:TYPE_CONTENT video ] message please . 
5280,SEARCH,where does summer of the monkeys take place,NONE
5281,GetWeather,what s the forecast for north amityville,north amityville
5282,PlayMusic,play a nineties tune by sugar minott on netflix,nineties tune sugar minott netflix
5283,SEARCH,when did the term sustainability start to be used,NONE
5284,GetWeather,what will the weather be like four seconds from now in south dakota,four seconds from now south dakota
5285,SEARCH,political party in congress with the most members,NONE
5286,GetWeather,is there any fog warning in dauset trails nature center now,fog dauset trails nature center now
5287,PlayMusic,play music by christian bautista,christian bautista
5288,SEARCH,who plays the dad in malcom in the middle,NONE
5289,SEARCH,where did the butchers in the slaughterhouse cases live,NONE
5290,GET_MESSAGE,Open new text message.,[SL:TAG_MESSAGE new ] text message . 
5291,GET_MESSAGE,Overt fresh text message.,[SL:TAG_MESSAGE new ] text message . 
5292,SEND_MESSAGE,MESSAGE KIM AND TELL HER I SHOULD ARRIVE BY 5 P.M. TO HER HOME.,[SL:RECIPIENT KIM ] AND TELL HER [SL:CONTENT_EXACT I SHOULD ARRIVE BY 5 P.M . TO HER HOME ] . 
5293,GET_MESSAGE,i want to view chat requests,
5294,GET_MESSAGE,i desire to view chat asking,
5295,PlayMusic,play opera music on google music,opera google music
5296,SEARCH,where is the vietnam women's memorial located,NONE
5297,SEARCH,where do rory and paris go to college,NONE
5298,SEND_MESSAGE,please send a voice message to ruby shaw  baseball game at 3,[SL:TYPE_CONTENT voice ] message to [SL:RECIPIENT ruby shaw ] [SL:CONTENT_EXACT baseball game at 3 ] 
5299,PlayMusic,i want to hear theme songs from zeebra from the sixties on slacker,theme zeebra sixties slacker
5300,PlayMusic,play music on last fm,last fm
5301,PlayMusic,play something from 1971 by john bonham,1971 john bonham
5302,SEARCH,the first permanent european settlement on future united states soil was located where,NONE
5303,SEARCH,who is the first chief minister of haryana,NONE
5304,GET_MESSAGE,Did Jack Chao message me back?,[SL:SENDER Jack Chao ] message [SL:RECIPIENT me ] back ? 
5305,GET_MESSAGE,Did Diddlysquat Chao message pine tree state backwards?,[SL:SENDER Jack Chao ] message [SL:RECIPIENT me ] back ? 
5306,GET_MESSAGE,take me to chats,
5307,GET_MESSAGE,adopt me to chats,
5308,SEARCH,who is the vice president of india at present,NONE
5309,PlayMusic,play the last track by shavo odadjian,last track shavo odadjian
5310,SEARCH,what book in the bible is enoch in,NONE
5311,SEARCH,lilo and stitch the series season 1 episode 1,NONE
5312,SEND_MESSAGE,message natasha that i will meet her tonight at the gaslamp at 7pm,[SL:RECIPIENT natasha ] that [SL:CONTENT_EXACT i will meet her tonight at the gaslamp at 7 pm ] 
5313,SEND_MESSAGE,Ask Ken if he took the dog out this morning.,[SL:RECIPIENT Ken ] if [SL:CONTENT_EXACT he took the dog out this morning ] . 
5314,GetWeather,is there going to be any snowfall today in lebanon,snowfall today lebanon
5315,GetWeather,how is the forecast for ok,ok
5316,SEARCH,when did the united kingdom entered world war 2,NONE
5317,GetWeather,what is the weather forecast for cuba at eleven am,cuba eleven am
5318,SEND_MESSAGE,send message to steve asking if he wants to play in the softball tournament june 14,[SL:RECIPIENT steve ] asking if [SL:CONTENT_EXACT he wants to play in the softball tournament june 14 ] 
5319,GET_MESSAGE,Show me messages from last 30 days.,[SL:DATE_TIME from last 30 days ] . 
5320,GET_MESSAGE,Show me message from last thirty days.,[SL:DATE_TIME from last 30 days ] . 
5321,SEARCH,where are the highest average incomes found in north america,NONE
5322,GetWeather,what will the weather be in worthington springs,worthington springs
5323,PlayMusic,i want to hear some freestyle music,freestyle
5324,SEND_MESSAGE,Send a message to Chris asking if he has heard the latest Metallica album yet,[SL:RECIPIENT Chris ] asking if [SL:CONTENT_EXACT he has heard the latest Metallica album yet ] 
5325,SEARCH,when was the canadian pacific railway started and finished,NONE
5326,SEARCH,who played mr. willoughby in sense and sensibility,NONE
5327,SEARCH,who did the music for your lie in april,NONE
5328,GET_MESSAGE,chat requests,
5329,GET_MESSAGE,confab requests,
5330,SEND_MESSAGE,Send a message to Bill to look for my wallet in his car,[SL:RECIPIENT Bill ] to [SL:CONTENT_EXACT look for my wallet in his car ] 
5331,SEARCH,who played kelly taylor's mom on 90210,NONE
5332,GetWeather,i d like the weather forecast for albania,albania
5333,SEND_MESSAGE,Message receptionist asking her to buzz me when group arrives for meeting,[SL:RECIPIENT receptionist ] asking her to [SL:CONTENT_EXACT buzz me when group arrives for meeting ] 
5334,PlayMusic,play a new song form the eighties,new song eighties
5335,PlayMusic,play music by paul mccartney,paul mccartney
5336,SEARCH,what was blake shelton's first big hit,NONE
5337,SEARCH,which hormone is released from the ruptured follicle or corpus luteum,NONE
5338,SEND_MESSAGE,text lori and ask her if i can come over tonight,[SL:RECIPIENT lori ] and ask her if [SL:CONTENT_EXACT i can come over tonight ] 
5339,SEARCH,who bowled the last over of the 2007 world twenty20 that india won,NONE
5340,SEARCH,who sings the original jamboree in the hills song,NONE
5341,SEARCH,who fixed the arrangement of the periodic table,NONE
5342,GET_MESSAGE,Find latest messages from Mom,[SL:ORDINAL latest ] messages from [SL:SENDER 
5343,GET_MESSAGE,Find recent messages from Mammy,[SL:ORDINAL latest ] messages from [SL:SENDER 
5344,SEARCH,where is the citrus bowl held this year,NONE
5345,SEARCH,guy playing guitar on stairs in animal house,NONE
5346,PlayMusic,play me a 2015 soundtrack on netflix,2015 soundtrack netflix
5347,PlayMusic,play funtime activity,funtime activity
5348,GetWeather,show chillier conditions next week in camp bird,chillier next week camp bird
5349,SEARCH,who is the number 1 played artist on spotify,NONE
5350,GET_MESSAGE,Have I received any messages from Kevin Lee Ox this week,[SL:RECIPIENT I ] received any messages from [SL:SENDER Kevin Lee Ox ] [SL:DATE_TIME this week ] 
5351,GET_MESSAGE,Have I get any message from Kevin Lee Ox this calendar week,[SL:RECIPIENT I ] received any messages from [SL:SENDER Kevin Lee Ox ] [SL:DATE_TIME this week ] 
5352,SEARCH,when is if loving you is wrong coming back season 4,NONE
5353,SEND_MESSAGE,ask bob where are his whereabouts,[SL:RECIPIENT bob ] [SL:CONTENT_EXACT where are his whereabouts ] 
5354,SEARCH,how many episodes in season 1 of the chilling adventures of sabrina,NONE
5355,PlayMusic,play me a song from the sixties,song sixties
5356,SEND_MESSAGE,Send a message to Shiloh asking if she saw what Dina did last night at the bar,[SL:RECIPIENT Shiloh ] asking if [SL:CONTENT_EXACT she saw what Dina did last night at the bar ] 
5357,GetWeather,tell me the weather forecast one second from now in barnum island,one second from now barnum island
5358,SEND_MESSAGE,Send a message to Franklin that my arrival time is now two hours later.,[SL:RECIPIENT Franklin ] that [SL:CONTENT_EXACT my arrival time is now two hours later ] . 
5359,SEARCH,who was charlie writing to in perks of being a wallflower movie,NONE
5360,SEARCH,how many grams of alcohol in one beer,NONE
5361,SEARCH,who wrote these are the days of our lives,NONE
5362,SEARCH,where was the free state of jones located,NONE
5363,GET_MESSAGE,Are there any iMessage texts from last night?,[SL:RESOURCE iMessage ] texts [SL:DATE_TIME from last night ] ? 
5364,GET_MESSAGE,Ar at that place any iMessage texts from final night?,[SL:RESOURCE iMessage ] texts [SL:DATE_TIME from last night ] ? 
5365,PlayMusic,play the top movement music from 1997,top movement 1997
5366,SEND_MESSAGE,Send message to mom to thank her for cooking dinner tonight.,[SL:RECIPIENT 
5367,SEND_MESSAGE,Let Chris know we are meeting his family at the Auburn Hills Cafe Rio at 9 p.m.,[SL:RECIPIENT Chris ] know [SL:CONTENT_EXACT we are meeting his family at the Auburn Hills Cafe Rio at 9 p.m ] . 
5368,SEARCH,the cast of beauty and the beast tv series,NONE
5369,GetWeather,please tell me the forecast for guinea-bissau,guinea-bissau
5370,SEARCH,who discovered gold in the sierra nevada of california,NONE
5371,SEND_MESSAGE,ask terry if she found my phone,[SL:RECIPIENT terry ] if [SL:CONTENT_EXACT she found my phone ] 
5372,PlayMusic,play the top twenty tracks of ron jarzombek,top twenty tracks ron jarzombek
5373,GetWeather,what is the forecast for dr julian g bruce st george island state park for rainy weather,dr julian g bruce st george island state park rainy
5374,PlayMusic,play itunes album mondovisione,itunes album mondovisione
5375,SEARCH,who is the young man in hawthorne's my kinsman major molineux,NONE
5376,SEARCH,authorities involved in formulating accounting standard in india,NONE
5377,GetWeather,will the weather be temperate 22 minutes from now in alba,temperate 22 minutes from now alba
5378,SEARCH,how do you spell padawan from star wars,NONE
5379,SEARCH,who plays whitey bulger's girlfriend in black mass,NONE
5380,SEND_MESSAGE,Please message Michelle and tell her we have changed our place to meet.,[SL:RECIPIENT Michelle ] and tell her [SL:CONTENT_EXACT we have changed our place to meet ] . 
5381,SEND_MESSAGE,text john and ask how the interview went.,[SL:RECIPIENT john ] and ask [SL:CONTENT_EXACT how the interview went ] . 
5382,GetWeather,tell me if it ll be temperate three hours from now in bonaire,temperate three hours from now bonaire
5383,PlayMusic,play the top-twenty margaret becker songs with google music,top-twenty margaret becker google music
5384,SEND_MESSAGE,Message Natalie that the show starts at 4:15 pm.,[SL:RECIPIENT Natalie ] that [SL:CONTENT_EXACT the show starts at 4 : 15 pm ] . 
5385,SEARCH,how many seasons are in star wars the clone wars,NONE
5386,SEARCH,a single period of precession of earth's axis is completed in about,NONE
5387,GetWeather,what is the weather like in phnom sankos wildlife sanctuary,phnom sankos wildlife sanctuary
5388,PlayMusic,play some art punk,art punk
5389,SEARCH,what is the meaning of the name mandy,NONE
5390,SEARCH,who is current minister of education in pakistan,NONE
5391,GetWeather,will the weather in falcon heights call for rain,falcon heights rain
5392,PlayMusic,play 1958 music,1958
5393,SEND_MESSAGE,Please record video message.,[SL:TYPE_CONTENT video ] message . 
5394,SEND_MESSAGE,Send a message to Sally's invitation for dinner and to rain check on next Tuesday.,[SL:RECIPIENT Sally ] 's invitation for dinner and to [SL:CONTENT_EXACT rain check on next Tuesday ] . 
5395,PlayMusic,play the greatest music by phoebe snow,greatest phoebe snow
5396,GET_MESSAGE,switch to my chats,
5397,GET_MESSAGE,switch to my chat,
5398,SEND_MESSAGE,tell carrie yes to the hellacious heels party,[SL:RECIPIENT carrie ] [SL:CONTENT_EXACT yes to the hellacious heels party ] 
5399,GET_MESSAGE,"Alexa, who texted?",
5400,GET_MESSAGE,"Alexa, world health organization texted?",
5401,SEND_MESSAGE,Send a message to Shiloh asking if she saw what Dina did last night at the bar,[SL:RECIPIENT Shiloh ] asking if [SL:CONTENT_EXACT she saw what Dina did last night at the bar ] 
5402,SEARCH,where does the thames river begin and end,NONE
5403,SEND_MESSAGE,Message everyone that the Halloween party has been cancelled this year.,[SL:RECIPIENT everyone ] that [SL:CONTENT_EXACT the Halloween party has been cancelled this year ] . 
5404,SEARCH,who does the voice of the cat in bolt,NONE
5405,SEND_MESSAGE,send a message to dad that my birthday party will be on Friday at 6:00 at Pizza Hut,[SL:RECIPIENT 
5406,PlayMusic,play elastic love by junior marvin,elastic love junior marvin
5407,SEND_MESSAGE,send im running late to Cotos,[SL:CONTENT_EXACT im running late ] to [SL:RECIPIENT Cotos ] 
5408,SEND_MESSAGE,Ask Shaun if he's going to the concert,[SL:RECIPIENT Shaun ] if [SL:CONTENT_EXACT he 's going to the concert ] 
5409,PlayMusic,play rocket queen on itunes,rocket queen itunes
5410,SEND_MESSAGE,Send a message to all my friends telling them to come to my house tonight for a party.,[SL:RECIPIENT 
5411,SEARCH,when was nepal divided into 7 provinces in nepali date,NONE
5412,SEND_MESSAGE,Send Jill a message asking her how late she'll be there,[SL:RECIPIENT Jill ] a message asking her [SL:CONTENT_EXACT how late she'll be there ] 
5413,SEARCH,who is the valley of the dolls based on,NONE
5414,SEND_MESSAGE,Ask Dayna what time the party starts,[SL:RECIPIENT Dayna ] [SL:CONTENT_EXACT what time the party starts ] 
5415,GET_MESSAGE,Read messages from school today.,[SL:SENDER school ] [SL:DATE_TIME today ] . 
5416,GET_MESSAGE,Read messages from school today.,[SL:SENDER school ] [SL:DATE_TIME today ] . 
5417,SEND_MESSAGE,ask Ralph if he is going to the Pixies concert,[SL:RECIPIENT Ralph ] if [SL:CONTENT_EXACT he is going to the Pixies concert ] 
5418,GET_MESSAGE,Please read all my messages,[SL:AMOUNT all ] my messages 
5419,GET_MESSAGE,Please translate all my subject matter,[SL:AMOUNT all ] my messages 
5420,GetWeather,i want to book a restaurant in 40 weeks in iowa,in 40 weeks iowa
5421,GetWeather,what is the forecast for a day from now in liechtenstein,a day from now liechtenstein
5422,PlayMusic,play the album winner takes all by takuro with last fm,album winner takes all takuro last fm
5423,GetWeather,is it going to be freezing in mahwah missouri on december the fifth 2025,freezing mahwah missouri december the fifth 2025
5424,SEARCH,when did the song here comes the boom come out,NONE
5425,GET_MESSAGE,Get me those SMS messages please.,[SL:RESOURCE SMS ] messages please . 
5426,GET_MESSAGE,Draw me those SMS message please.,[SL:RESOURCE SMS ] messages please . 
5427,SEARCH,how many episodes in great british bake off 2017,NONE
5428,GetWeather,will it be hotter in md on apr 10th,hotter md apr 10th
5429,PlayMusic,can you play some music from 1999,1999
5430,SEARCH,where do they film young and the restless,NONE
5431,SEARCH,who plays brad pitt's daughter in moneyball,NONE
5432,SEARCH,who plays noah newman on the young and the restless,NONE
5433,SEND_MESSAGE,message John to let him know the storm is getting worse and he needs to get home,[SL:RECIPIENT John ] to let him know [SL:CONTENT_EXACT the storm is getting worse and he needs to get home ] 
5434,GetWeather,will it be rainy this monday in le center thailand,rainy this monday le center thailand
5435,GetWeather,how will the weather be in bettles aruba on may the tenth 2026,bettles aruba may the tenth 2026
5436,GetWeather,will it be getting warmer in rainbow falls provincial park,warmer rainbow falls provincial park
5437,PlayMusic,play the album have another ball,album have another ball
5438,SEARCH,who does the vocals for feel it still,NONE
5439,GetWeather,what s the weather in ecola state park in three minutes,ecola state park in three minutes
5440,GetWeather,will there be a blizzard in woodmere,blizzard woodmere
5441,SEND_MESSAGE,Message Sally asking what is her favorite dish to bring to cookouts.,[SL:RECIPIENT Sally ] asking [SL:CONTENT_EXACT what is her favorite dish to bring to cookouts ] . 
5442,PlayMusic,play the greatest 1972 album by wes dakus,greatest 1972 album wes dakus
5443,GetWeather,what s the weather forecast for here in august,here august
5444,GetWeather,will it be cold in wheatley provincial park,cold wheatley provincial park
5445,PlayMusic,i wish to enjoy some fifties music by johnny paycheck,fifties johnny paycheck
5446,PlayMusic,play music from the track my friend on google music by steve sholes,track my friend google music steve sholes
5447,PlayMusic,play cheerful playlist,cheerful
5448,SEARCH,who is regarded as the founder of psychoanalysis,NONE
5449,SEARCH,what is the airport code for jackson hole wyoming,NONE
5450,PlayMusic,play the most popular album on google music by sasu ripatti,most popular album google music sasu ripatti
5451,GET_MESSAGE,Can you read the new Fighting Phoenixes group message to me?,[SL:TAG_MESSAGE new ] [SL:GROUP Fighting Phoenixes ] group message to me ? 
5452,GET_MESSAGE,Can you interpret the new Combat Genus phoenix group subject matter to me?,[SL:TAG_MESSAGE new ] [SL:GROUP Fighting Phoenixes ] group message to me ? 
5453,SEARCH,who plays the walking boss in cool hand luke,NONE
5454,SEND_MESSAGE,Message Jenn and tell her I hope she is having a great day.,[SL:RECIPIENT Jenn ] and tell her [SL:CONTENT_EXACT I hope she is having a great day ] . 
5455,GET_MESSAGE,take me to my chats,
5456,GET_MESSAGE,take me to my chats,
5457,PlayMusic,play escapada,escapada
5458,SEARCH,who has scored more goals in the premier league,NONE
5459,PlayMusic,play goa music on google music,goa google music
5460,PlayMusic,play the most popular coti songs on pandora,most popular coti pandora
5461,SEARCH,how many seats in the house does california have,NONE
5462,GetWeather,is it chillier here,chillier here
5463,SEARCH,the legend of heroes trails in the sky the 3rd vita,NONE
5464,SEARCH,where is the mystery of oak island filmed,NONE
5465,SEARCH,when did movies start coming out in color,NONE
5466,PlayMusic,play frankie laine,frankie laine
5467,SEARCH,when was the first nuclear power plant opened,NONE
5468,SEND_MESSAGE,Ask my mom what time I should come over,[SL:RECIPIENT 
5469,GET_MESSAGE,display chat requests please,
5470,GET_MESSAGE,display visit request please,
5471,SEARCH,which place is known as the roof of the world,NONE
5472,GetWeather,what is the weather like in the city of frewen in the country of venezuela,frewen venezuela
5473,SEND_MESSAGE,Ask Veronique if she can meet me at the concert at 5pm.,[SL:RECIPIENT Veronique ] if [SL:CONTENT_EXACT she can meet me at the concert at 5 pm ] . 
5474,SEARCH,who is the most followed on tik tok,NONE
5475,SEND_MESSAGE,"Send out a message to Katie, Meghan and Rocco to see if they will be able to attend the Baptism this Sunday.","[SL:RECIPIENT Katie ] , [SL:RECIPIENT Meghan ] and [SL:RECIPIENT Rocco ] to see if [SL:CONTENT_EXACT they will be able to attend the Baptism this Sunday ] . "
5476,SEARCH,what was the score the last time michigan beat ohio state,NONE
5477,SEARCH,where did the term hot rod come from,NONE
5478,GetWeather,tell me the weather forecast for inniswold réunion,inniswold réunion
5479,GetWeather,will there be a snowstorm in nc 6 years from now,snowstorm nc 6 years from now
5480,PlayMusic,play some iris dement s theme based 2015 music on lastfm,iris dement theme 2015 lastfm
5481,GET_MESSAGE,Show iMessages from yesterday,[SL:RESOURCE iMessages ] [SL:DATE_TIME from yesterday ] 
5482,GET_MESSAGE,Display iMessages from yesterday,[SL:RESOURCE iMessages ] [SL:DATE_TIME from yesterday ] 
5483,GET_MESSAGE,begin my chat requests,
5484,GET_MESSAGE,begin my schmoose request,
5485,PlayMusic,i want to hear a sandra ep,sandra ep
5486,PlayMusic,play the latest joan baez,latest joan baez
5487,SEARCH,who negotiated an agreement with japan concerning the future of korea,NONE
5488,SEND_MESSAGE,Tell Tannis I have her car keys.,[SL:RECIPIENT Tannis ] [SL:CONTENT_EXACT I have her car keys ] . 
5489,SEARCH,when did the first pair of yeezys come out,NONE
5490,PlayMusic,i d like to hear one of eric clapton s most popular melody on pandora,eric clapton most popular melody pandora
5491,SEND_MESSAGE,Ask my brother William if he prefers a chocolate or strawberry cake at his house party on Friday.,[SL:RECIPIENT 
5492,GetWeather,what will the weather be in albania at 11:56,albania 11:56
5493,GetWeather,will it be snowy in the current place,snowy current place
5494,SEARCH,when did holland become involved in world war 2,NONE
5495,SEND_MESSAGE,Message Ted and tell him Riley got all A's on his report card.,[SL:RECIPIENT Ted ] and tell him [SL:CONTENT_EXACT Riley got all A 's on his report card ] . 
5496,SEARCH,when did the spanish occupy st. maarten after driving off the french and dutch,NONE
5497,SEARCH,the complete collection of dna and genes is called,NONE
5498,SEND_MESSAGE,message the rum house and ask what their happy hour drink was,[SL:RECIPIENT the rum house ] and ask [SL:CONTENT_EXACT what their happy hour drink was ] 
5499,GetWeather,what will the weather be at noon in durbin oh,noon durbin oh
5500,SEARCH,who played sarah hedley in when the boat comes in,NONE
5501,SEARCH,when was the minimum wage established in the united states,NONE
5502,SEND_MESSAGE,message calli that the traffic on I 4 is at a standstill so i will be late meeting her at Universal Studios,[SL:RECIPIENT calli ] that [SL:CONTENT_EXACT the traffic on I 4 is at a standstill so i will be late meeting her at Universal Studios ] 
5503,PlayMusic,plya a tune by kancherla gopanna from 1951 on zvooq,tune kancherla gopanna 1951 zvooq
5504,SEARCH,who is the largest supermarket chain in the uk,NONE
5505,SEND_MESSAGE,Message all not tonight,[SL:AMOUNT all ] [SL:CONTENT_EXACT not tonight ] 
5506,PlayMusic,play some glenn stetson music on spotify,glenn stetson spotify
5507,SEND_MESSAGE,Send a message asking if Steve has my phone.,[SL:CONTENT_EXACT Steve has my phone ] . 
5508,SEARCH,who plays izabella in transformers the last knight,NONE
5509,PlayMusic,play a ballad by owen pallett from the seventies on slacker,ballad owen pallett seventies slacker
5510,PlayMusic,play music off youtube,youtube
5511,SEARCH,where is the biggest us air force base,NONE
5512,SEND_MESSAGE,Hi Bot! I want you to let Priya know that I have recorded a new song last week.,[SL:RECIPIENT Priya ] know that [SL:CONTENT_EXACT I have recorded a new song last week ] . 
5513,SEARCH,who sings i don't wanna miss a thing,NONE
5514,GET_MESSAGE,can you go to my chat requests,
5515,GET_MESSAGE,tin can you lead to my chat requests,
5516,SEARCH,what is the account number of airtel payment bank,NONE
5517,SEARCH,how many seasons does sofia the first have,NONE
5518,GetWeather,will it be cloudy in lenzburg papua new guinea,cloudy lenzburg papua new guinea
5519,SEARCH,where is the area code 623 coming from,NONE
5520,GetWeather,what is the forecast for warm weather in carl,warm carl
5521,SEND_MESSAGE,Message Brittney telling her Happy Birthday.,[SL:RECIPIENT Brittney ] telling her [SL:CONTENT_EXACT Happy Birthday ] . 
5522,GetWeather,give me slovakia s weather forecast for eight am,slovakia eight am
5523,SEARCH,who was the first woman to win who wants to be a millionaire,NONE
5524,GET_MESSAGE,Move on to this person's chat.,
5525,GET_MESSAGE,Motion on to this person ' due south confab.,
5526,SEARCH,who unveiled the new coat of arms on 27 april 2000,NONE
5527,GetWeather,will the weather be the same here in one week in the same area,same here in one week in the same area
5528,SEARCH,where are the san juan mountains in new mexico,NONE
5529,SEARCH,what are the three layers of the eyes,NONE
5530,GetWeather,whats the weather in fernando new jersey,fernando new jersey
5531,SEARCH,who are the huskies playing in the rose bowl this year,NONE
5532,GET_MESSAGE,display chat requests,
5533,GET_MESSAGE,display gossip requests,
5534,PlayMusic,play chance of a lifetime on zvooq,chance of a lifetime zvooq
5535,SEARCH,region of antarctica where march of the penguins filmed,NONE
5536,GetWeather,is there snowfall in hineston new hampshire,snowfall hineston new hampshire
5537,PlayMusic,play some twenties music on iheart,twenties iheart
5538,GetWeather,find the weather prediction for camdeboo-nationalpark for jan eleventh 2037,camdeboo-nationalpark jan eleventh 2037
5539,PlayMusic,play odessa by maartin allcock,odessa maartin allcock
5540,GetWeather,is it supposed to snow in nv,snow nv
5541,GetWeather,how will the weather be in six and a half months in co,in six and a half months co
5542,PlayMusic,can you play an ep from the year 1958,ep 1958
5543,GET_MESSAGE,would you pull up chats,
5544,GET_MESSAGE,would you displume upward chats,
5545,SEARCH,who owns the crown plaza hotel in chicago illinois,NONE
5546,SEND_MESSAGE,Send a message to my brother to let him know that next Saturday looks like a good day for the beach,[SL:RECIPIENT 
5547,SEARCH,which supreme court judge has surved in international court of justice,NONE
5548,GetWeather,what is the afternoon forecast for shannon and pitcairn islands,afternoon shannon pitcairn islands
5549,GET_MESSAGE,i want to see my chat requests,
5550,GET_MESSAGE,single need to see my confabulation requests,
5551,PlayMusic,play music from 2007,2007
5552,GET_MESSAGE,What new messages are there in the tiki bar thread?,[SL:TAG_MESSAGE new ] messages are there in the [SL:GROUP tiki bar ] thread ? 
5553,GET_MESSAGE,What new messages are thither in the tiki browning automatic rifle thread?,[SL:TAG_MESSAGE new ] messages are there in the [SL:GROUP tiki bar ] thread ? 
5554,SEARCH,state the process that divides one nucleus into two genetically identical nuclei,NONE
5555,PlayMusic,play robin hood and the bishop of hereford by jon mayer,robin hood and the bishop of hereford jon mayer
5556,SEARCH,how many states are in the united stares,NONE
5557,SEND_MESSAGE,send a message to Camille inviting her to the concert on August 12th,[SL:RECIPIENT Camille ] [SL:CONTENT_EXACT inviting her to the concert on August 12th ] 
5558,SEARCH,what is the meaning of molech in the bible,NONE
5559,SEARCH,when does the 2018 nfl regular season end,NONE
5560,SEARCH,who are the cast members of ncis new orleans,NONE
5561,PlayMusic,play christina milian latest music,christina milian latest
5562,SEARCH,what are some elements that are similar to silver,NONE
5563,PlayMusic,use itunes to play music,itunes
5564,SEND_MESSAGE,Message Nell and ask her to pick up some 7-up,[SL:RECIPIENT Nell ] and ask her to [SL:CONTENT_EXACT pick up some 7 - up ] 
5565,SEND_MESSAGE,Send a message asking Benny for the gif that Cris sent to him.,[SL:RECIPIENT Benny ] for [SL:CONTENT_EXACT the gif that Cris sent to him ] . 
5566,SEARCH,pirates of the caribbean the curse of the black pearl movie actress name,NONE
5567,SEARCH,the antigen that induces an antibody or tcr is called the,NONE
5568,SEND_MESSAGE,Message Steve asking if he has my ID,[SL:RECIPIENT Steve ] asking if [SL:CONTENT_EXACT he has my ID ] 
5569,GetWeather,is it going to blizzard at my current position,blizzard current position
5570,SEARCH,when did baby its cold outside originally come out,NONE
5571,SEND_MESSAGE,message mom and tell her to wait for me at the door,[SL:RECIPIENT 
5572,GetWeather,what is the forecast starting on 5/17/2037 for austria for warmer temps,5/17/2037 austria warmer
5573,SEARCH,which term means the study of the nature and causes of disease,NONE
5574,PlayMusic,play album from maureen mcgovern,album maureen mcgovern
5575,SEARCH,where does iron ore come from in australia,NONE
