,Intent,Query,Param
3780,GetWeather,is it cold in the current location more than it was in 3 years,cold current location in 3 years
3781,PlayMusic,play brenda kahn s rushall station,brenda kahn rushall station
3782,GetWeather,forecast for wisconsin at 10 pm,wisconsin 10 pm
3783,SEND_MESSAGE,Message Christian and see if he knows where I parked,[SL:RECIPIENT Christian ] and see if [SL:CONTENT_EXACT he knows where I parked ] 
3784,PlayMusic,want to hear a chant by nellie mckay from the year 2008,chant nellie mckay 2008
3785,PlayMusic,play the album remember shakti – the believer,album remember shakti – the believer
3786,GetWeather,weather for my current location tomorrow,current location tomorrow
3787,PlayMusic,play eighties music on groove shark,eighties groove shark
3788,PlayMusic,play me a 2015 soundtrack on netflix,2015 soundtrack netflix
3789,GetWeather,can i have the forecast for bear rocks lake wildlife management area,bear rocks lake wildlife management area
3790,SEARCH,what was the emperor name in star wars,NONE
3791,GET_MESSAGE,open my messaging.,
3792,SEND_MESSAGE,message nana and tell her it's pouring rain so it would be better for her not to drive to my house,[SL:RECIPIENT 
3793,PlayMusic,use google music to play some songs by dr john,google music dr john
3794,SEND_MESSAGE,MESSAGE ROSA AND ASK HER WHAT TIME IS THE CHURCH SERVICE IN TWO WEEKS.,[SL:RECIPIENT ROSA ] AND ASK HER [SL:CONTENT_EXACT WHAT TIME IS THE CHURCH SERVICE IN TWO WEEKS ] . 
3795,GetWeather,what s the forecast far from here in turks and caicos islands,far here turks and caicos islands
3796,PlayMusic,play music from the album evolution of a man by joey ramone,album evolution of a man joey ramone
3797,SEND_MESSAGE,Send reminder message to Bill to return the movie to The Red Box,[SL:RECIPIENT Bill ] to [SL:CONTENT_EXACT return the movie to The Red Box ] 
3798,PlayMusic,play ray davies on iheart by only hit it again,ray davies iheart hit it again
3799,SEARCH,who is playing in the national championship in college football,NONE
3800,SEND_MESSAGE,Tell my brother that my our meeting will be at 8pm,[SL:RECIPIENT 
3801,SEND_MESSAGE,shout at Mike and tell him I'm running late,[SL:RECIPIENT Mike ] and tell him [SL:CONTENT_EXACT I'm running late ] 
3802,SEND_MESSAGE,Message Josh and ask him when is a good time for me to come down to Hartland,[SL:RECIPIENT Josh ] and ask him [SL:CONTENT_EXACT when is a good time for me to come down to Hartland ] 
3803,SEARCH,who is the sixth president of the united states,NONE
3804,SEARCH,the very last episode of that's so raven,NONE
3805,SEND_MESSAGE,send a message to my friend asking when she is going to the library to study,[SL:RECIPIENT 
3806,GetWeather,tell me the weather forecast for murone kōgen prefectural natural park at elevenses,murone kōgen prefectural natural park elevenses
3807,SEARCH,who is known as father of green revolution in india,NONE
3808,SEND_MESSAGE,tell stephanie i will bring water to the parade on saturday,[SL:RECIPIENT stephanie ] [SL:CONTENT_EXACT i will bring water to the parade on saturday ] 
3809,SEARCH,who sings the rap in baby by justin bieber,NONE
3810,PlayMusic,play a paul davis melody,paul davis melody
3811,PlayMusic,play a music theme by anna nikolajewna jessipowa,theme anna nikolajewna jessipowa
3812,SEARCH,who did john marston have to kill in red dead redemption,NONE
3813,SEND_MESSAGE,"Send a message to the following people: Susy, Brad, and Angie and ask them if they can meet for study group tonight.","[SL:RECIPIENT Susy ] , [SL:RECIPIENT Brad ] , and [SL:RECIPIENT Angie ] and ask them if [SL:CONTENT_EXACT they can meet for study group tonight ] . "
3814,SEND_MESSAGE,Ask Jana if she's coming to dinner.,[SL:RECIPIENT Jana ] if [SL:CONTENT_EXACT she 's coming to dinner ] . 
3815,GetWeather,what will the weather be like nine years from now in eastport el salvador,nine years from now eastport el salvador
3816,SEND_MESSAGE,message Peter to let him know we're really happy with all of the tree work he did,[SL:RECIPIENT Peter ] to let him know [SL:CONTENT_EXACT we're really happy with all of the tree work he did ] 
3817,SEND_MESSAGE,tell my sister that her class reunion is on friday at 8pm,[SL:RECIPIENT 
3818,SEND_MESSAGE,Message Sarah asking where she wants to climb,[SL:RECIPIENT Sarah ] asking [SL:CONTENT_EXACT where she wants to climb ] 
3819,GET_MESSAGE,What new texts do I have?,[SL:TAG_MESSAGE new ] texts do I have ? 
3820,SEARCH,when did marathon change its name to snickers,NONE
3821,SEND_MESSAGE,Message Steven that we need more bread from the grocery.,[SL:RECIPIENT Steven ] that [SL:CONTENT_EXACT we need more bread from the grocery ] . 
3822,PlayMusic,play joshua homme belle and sebastian write about love,joshua homme belle and sebastian write about love
3823,GetWeather,will there be a storm in palm city wv,storm palm city wv
3824,PlayMusic,i want to hear nokko s songs from the twenties,nokko twenties
3825,GET_MESSAGE,Please start reading my text chats,
3826,GetWeather,what s the weather in guatemala,guatemala
3827,SEARCH,another name for a hairpin bend crossword clue,NONE
3828,SEARCH,who was the last republican governor of oregon,NONE
3829,PlayMusic,play that new song from 1970,new song 1970
3830,SEARCH,when does season 18 of law and order svu start,NONE
3831,GetWeather,will it be colder in oaklawn zambia,colder oaklawn zambia
3832,PlayMusic,let s play the album handover on deezer,handover deezer
3833,SEND_MESSAGE,Please make sure Monica knows that the tavern doesn't open until 5pm.,[SL:RECIPIENT Monica ] knows that [SL:CONTENT_EXACT the tavern doesn't open until 5 pm ] . 
3834,SEARCH,when did world war one begin and end,NONE
3835,PlayMusic,play a tune by syreeta wright from twenties from the top,tune syreeta wright twenties top
3836,GET_MESSAGE,open chats,
3837,SEARCH,when did the right to buy scheme start,NONE
3838,GetWeather,what will it be like in six pm at the current place,six pm current place
3839,PlayMusic,play me a song from the fourties,song fourties
3840,GetWeather,was the weather colder last august at stunt ranch santa monica mountains reserve,colder last august stunt ranch santa monica mountains reserve
3841,SEARCH,who was the baby in ghost busters 2,NONE
3842,PlayMusic,play shadowplay by dana on deezer,shadowplay dana deezer
3843,GetWeather,book a restaurant 1 hour from now in dorchester shores reservation,1 hour from now dorchester shores reservation
3844,GetWeather,what is the weather of new jersey palisades at three hundred three days from now,new jersey palisades three hundred three days from now
3845,PlayMusic,play the album making evening and night by cevin key,album making evening and night cevin key
3846,GetWeather,what s the weather going to be like not far from east timor,not far east timor
3847,GetWeather,will it be sunny in occoquan bay national wildlife refuge by tea time,sunny occoquan bay national wildlife refuge tea
3848,PlayMusic,play lukasz gottwald album on zvooq,lukasz gottwald album zvooq
3849,SEND_MESSAGE,Ask David if he is going to the concert downtown Friday night and if he can give me a ride?,[SL:RECIPIENT David ] if [SL:CONTENT_EXACT he is going to the concert downtown Friday night and if he can give me a ride ] ? 
3850,SEARCH,when the united states entered world war 1 it joined what powers,NONE
3851,PlayMusic,i need to hear a thirties soundtrack,thirties soundtrack
3852,SEARCH,when was the last time collingwood was in the grand final,NONE
3853,SEND_MESSAGE,Warn Sarah I'm running late for Kevin's surprise party.,[SL:RECIPIENT Sarah ] [SL:CONTENT_EXACT I'm running late for Kevin 's surprise party ] . 
3854,SEARCH,where is the north pole on the world map,NONE
3855,PlayMusic,play my melodious playlist,melodious
3856,GetWeather,tell me if it will it be windy in grizzled squirrel wildlife sanctuary,windy grizzled squirrel wildlife sanctuary
3857,SEARCH,who is the minister of local government in zimbabwe,NONE
3858,SEND_MESSAGE,Send Heather a message asking when her fundraiser starts today.,[SL:RECIPIENT Heather ] a message asking [SL:CONTENT_EXACT when her fundraiser starts today ] . 
3859,GetWeather,whats the weather in irma,irma
3860,PlayMusic,play the top-20 best chicane songs on deezer,top-20 best chicane deezer
3861,GetWeather,what will the weather be in bernie id,bernie id
3862,GET_MESSAGE,Show me new messages,[SL:TAG_MESSAGE new ] messages 
3863,PlayMusic,play fight on state,fight on state
3864,SEND_MESSAGE,Please contact my hair dresser and ask if she can squeeze me in tomorrow evening,[SL:RECIPIENT my hair dresser ] and ask if [SL:CONTENT_EXACT she can squeeze me in tomorrow evening ] 
3865,PlayMusic,use pandora to play korean osts,pandora korean osts
3866,SEND_MESSAGE,Send it to my daughter Jessie,[SL:RECIPIENT 
3867,SEARCH,who won the battle of stirling bridge 1297,NONE
3868,SEARCH,who is fawad in mariyam khan reporting live,NONE
3869,PlayMusic,play a twenties song,twenties song
3870,PlayMusic,i want to hear a sandra ep,sandra ep
3871,GET_MESSAGE,I wanna see my messages from Brody Evans,[SL:SENDER Brody Evans ] 
3872,GET_MESSAGE,Pull up texts from my sweetheart on WhatsApp,[SL:SENDER 
3873,PlayMusic,play the tune by adam yauch,tune adam yauch
3874,PlayMusic,play the new retro playlist on netflix,the new retro netflix
3875,PlayMusic,play the ricky wilson album spectral dusk,ricky wilson album spectral dusk
3876,PlayMusic,open vimeo and play lee mellor good songs,vimeo lee mellor good
3877,SEARCH,when did sierra nevada brewery open in asheville,NONE
3878,GetWeather,forecast for conrad,conrad
3879,PlayMusic,i d like to hear nas s greatest ballad,nas greatest ballad
3880,SEARCH,this fibrous meningeal layer is the most superficial and its primary purpose is to protect the cns,NONE
3881,SEND_MESSAGE,send a message to Ted asking if he's available for lunch next week,[SL:RECIPIENT Ted ] asking if [SL:CONTENT_EXACT he 's available for lunch next week ] 
3882,SEARCH,when does the 2018 halloween movie take place,NONE
3883,SEND_MESSAGE,Message my spouse to meet me at the church,[SL:RECIPIENT 
3884,GetWeather,what s the weather forecast for anniston,anniston
3885,GetWeather,will it rain today in french southern territories of highland beach,rain today french southern territories highland beach
3886,SEARCH,who won the first game of the world series and what was the score,NONE
3887,SEND_MESSAGE,Send a message to SSD asking if anyone wants to chat,[SL:RECIPIENT SSD ] asking if [SL:CONTENT_EXACT anyone wants to chat ] 
3888,SEND_MESSAGE,message Kira and Lena saying want to get drinks this week?,[SL:RECIPIENT Kira ] and [SL:RECIPIENT Lena ] saying [SL:CONTENT_EXACT want to get drinks this week ] ? 
3889,SEARCH,what percentage of sunlight is captured by plants to convert it into food energy,NONE
3890,SEND_MESSAGE,Can you message Simka and ask her to meet me at Pete's Tavern tonight?,[SL:RECIPIENT Simka ] and ask her to [SL:CONTENT_EXACT meet me at Pete 's Tavern tonight ] ? 
3891,SEARCH,what culture built the great pyramid of giza,NONE
3892,PlayMusic,play sweet shanghai devil by teddy diaz,sweet shanghai devil teddy diaz
3893,GetWeather,is it going to get colder in parc national marin mahatma gandhi,colder parc national marin mahatma gandhi
3894,GET_MESSAGE,Do I have any new Skype messages today?,[SL:TAG_MESSAGE new ] [SL:RESOURCE Skype ] messages [SL:DATE_TIME today ] ? 
3895,SEND_MESSAGE,message my dad and see if he is coming,[SL:RECIPIENT 
3896,SEND_MESSAGE,Let Richard know the party is canceled,[SL:RECIPIENT Richard ] know [SL:CONTENT_EXACT the party is canceled ] 
3897,SEARCH,who directed the best years of our lives,NONE
3898,GetWeather,what will the weather be like in 16 weeks at the ivory coast,in 16 weeks ivory coast
3899,SEND_MESSAGE,Text Jim that I'm ony way.,[SL:RECIPIENT Jim ] that [SL:CONTENT_EXACT I'm ony way ] . 
3900,GetWeather,is it colder in paraguay this morning,colder paraguay morning
3901,PlayMusic,play music on the playlist electronic gaming,electronic gaming
3902,PlayMusic,play music from 1958,1958
3903,GET_MESSAGE,What did my grandson text me today?,[SL:SENDER 
3904,PlayMusic,play soldier boy from melody gardot,soldier boy melody gardot
3905,GET_MESSAGE,begin my chat requests,
3906,SEND_MESSAGE,Message Gregg and tell him we are leaving now.,[SL:RECIPIENT Gregg ] and tell him [SL:CONTENT_EXACT we are leaving now ] . 
3907,GetWeather,what will the weather be in bayside on sep 21 2034,bayside sep 21 2034
3908,PlayMusic,i would like to hear music from 1993,1993
3909,GetWeather,what will the weather be in the current position on dec 23,current position dec 23
3910,SEARCH,hart of dixie season 4 how many episodes,NONE
3911,SEARCH,how long has tom brady been playing professional football,NONE
3912,SEND_MESSAGE,"Message Eliza, Brenda, Monique, Kim, Girls Night Out. July 30th, 9p at Club Civic.","[SL:RECIPIENT Eliza ] , [SL:RECIPIENT Brenda ] , [SL:RECIPIENT Monique ] , [SL:RECIPIENT Kim ] , [SL:CONTENT_EXACT Girls Night Out . July 30th , 9p at Club Civic ] . "
3913,GetWeather,what will the weather forecast be in mount victory delaware in 1 second,mount victory delaware in 1 second
3914,GetWeather,what will the weather be like in samoa at 6 pm,samoa 6 pm
3915,PlayMusic,play me the track mama liked the roses,track mama liked the roses
3916,GetWeather,what will be wind speed in tiplersville south sudan,wind tiplersville south sudan
3917,PlayMusic,use spotify to play music,spotify
3918,PlayMusic,play vimeo 2009 by desmond dekker,vimeo 2009 desmond dekker
3919,SEARCH,the radiographic term used to describe the dense bone of the socket and septal crest is,NONE
3920,GET_MESSAGE,please launch chats,
3921,SEARCH,what drug does the mom use in requiem for a dream,NONE
3922,SEND_MESSAGE,send a message to camille that sarahs baby shower is at paulas house,[SL:RECIPIENT camille ] that [SL:CONTENT_EXACT sarahs baby shower is at paulas house ] 
3923,GET_MESSAGE,browse chats,
3924,SEARCH,where does the karate kid 2010 take place,NONE
3925,PlayMusic,i want to hear music from the sixties,sixties
3926,SEARCH,who was the territory that is now florida given to after the war,NONE
3927,GetWeather,give me the forecast for here on february the sixteenth 2022,here february the sixteenth 2022
3928,PlayMusic,play some carmen mcrae from ed robertson off of itunes,carmen mcrae ed robertson itunes
3929,SEND_MESSAGE,Text Bobbie that I can't make it,[SL:RECIPIENT Bobbie ] that [SL:CONTENT_EXACT I can't make it ] 
3930,GetWeather,what is the forecast at 12 am in sudan,12 am sudan
3931,SEND_MESSAGE,Ask Rick if the roads are clear near his house.,[SL:RECIPIENT Rick ] if [SL:CONTENT_EXACT the roads are clear near his house ] . 
3932,SEND_MESSAGE,Let Lisa know that the meeting is now going to be at the library on 5th street.,[SL:RECIPIENT Lisa ] know that [SL:CONTENT_EXACT the meeting is now going to be at the library on 5th street ] . 
3933,PlayMusic,play some house music,house
3934,GetWeather,tell me if it will be hot on jun the 10th in san de fuca sweden,hot jun the 10th san de fuca sweden
3935,SEARCH,where was the world economic forum held this year,NONE
3936,GetWeather,is the forecast stormy this afternoon in maryland,stormy afternoon maryland
3937,SEARCH,when does the next episode of rebels come out,NONE
3938,SEARCH,who donates a christmas tree to trafalgar square,NONE
3939,SEND_MESSAGE,message ron and ask for his birthdate,[SL:RECIPIENT ron ] and ask for [SL:CONTENT_EXACT his birthdate ] 
3940,GetWeather,what is the bethany beach forecast,bethany beach
3941,PlayMusic,play lil hardin armstrong from itunes,lil hardin armstrong itunes
3942,SEARCH,the world famous corn belt is in which country,NONE
3943,PlayMusic,i want to hear something from the top-fifty by jose pasillas,top-fifty jose pasillas
3944,PlayMusic,play lastfm by steampunk,lastfm steampunk
3945,SEARCH,who was the book of philippians written to,NONE
3946,GetWeather,what is the 00:00 pm forecast for blizzard conditions in cameroon,00:00 pm blizzard cameroon
3947,GET_MESSAGE,Tell me my message,
3948,SEARCH,what is the tigers name in life of pi,NONE
3949,GET_MESSAGE,Who sent the last sms?,[SL:ORDINAL last ] [SL:RESOURCE sms ] ? 
3950,GET_MESSAGE,Read messages in Line,[SL:RESOURCE Line ] 
3951,GetWeather,what s the weather forecast for here in august,here august
3952,GetWeather,what is the weather like now in washington,now washington
3953,SEARCH,http is at which layer of the tcp/ip model,NONE
3954,SEARCH,the fertile crescent is located between what two bodies of water,NONE
3955,SEND_MESSAGE,Message Susan and ask how to get her car navigation system to give me directions to library,[SL:RECIPIENT Susan ] and ask [SL:CONTENT_EXACT how to get her car navigation system to give me directions to library ] 
3956,SEARCH,who played mike stivic on all in the family,NONE
3957,SEND_MESSAGE,Message Robbie that's good.,[SL:RECIPIENT Robbie ] [SL:CONTENT_EXACT that 's good ] . 
3958,GetWeather,what is the weather forecast for sep the 14th 2038 in north dakota,sep the 14th 2038 north dakota
3959,SEARCH,what was the second colony established in america,NONE
3960,PlayMusic,please play every woman in me,every woman in me
3961,SEARCH,who plays michael myers in the new michael myers movie,NONE
3962,SEARCH,1 the bureau of land management manages over acres of land in the united states,NONE
3963,PlayMusic,play some theme songs from the fourties,theme fourties
3964,SEND_MESSAGE,Message Hallie and ask if the Recognition Dinner will be held at the Grand Palace downtown.,[SL:RECIPIENT Hallie ] and ask if [SL:CONTENT_EXACT the Recognition Dinner will be held at the Grand Palace downtown ] . 
3965,PlayMusic,play zvooq,zvooq
3966,GetWeather,tell me the weather forecast for northern mariana islands one second from now,northern mariana islands one second from now
3967,GetWeather,will it be overcast next summer not far from redington shores,overcast next summer not far redington shores
3968,PlayMusic,play something on my classic jazz funk playlist on zvooq,classic jazz funk zvooq
3969,GetWeather,will there be snowfall in ky,snowfall ky
3970,PlayMusic,please play something that s freak folk on google music,freak folk google music
3971,SEARCH,how many levels of protein structure are there,NONE
3972,PlayMusic,play a melody by hagigat rzayeva,melody hagigat rzayeva
3973,GetWeather,weather for douthat state park on mar 10,douthat state park mar 10
3974,PlayMusic,play my madrugando playlist on groove shark,madrugando groove shark
3975,GetWeather,is it going to be chilly here,chilly here
3976,SEND_MESSAGE,send a message saying hi to mo,[SL:CONTENT_EXACT hi ] to [SL:RECIPIENT mo ] 
3977,SEARCH,who plays the dad in nanny mcphee and the big bang,NONE
3978,SEARCH,what's the penguin called in toy story,NONE
3979,PlayMusic,play a chant by marina verenikina,chant marina verenikina
3980,SEARCH,who does eric end up with in gossip girl,NONE
3981,SEARCH,who sang the original song send in the clowns,NONE
3982,GetWeather,what is the current weather forecast for diamondville,current diamondville
3983,SEARCH,who won game 4 of the 2000 nba finals,NONE
3984,SEARCH,who is covered by the right to financial privacy act,NONE
3985,SEND_MESSAGE,send a message to Ed and tell him I am picking up Caren Friday morning. Meet me at my house Friday night.,[SL:RECIPIENT Ed ] and tell him [SL:CONTENT_EXACT I am picking up Caren Friday morning . Meet me at my house Friday night ] . 
3986,SEND_MESSAGE,Message Maia and reminder to buy tickets to Charles White exhibit at the Art Institute of Chicago,[SL:RECIPIENT Maia ] and reminder to [SL:CONTENT_EXACT buy tickets to Charles White exhibit at the Art Institute of Chicago ] 
3987,PlayMusic,can you play an ep from the year 1958,ep 1958
3988,SEARCH,how many gold medals won by india in 2018 commonwealth games,NONE
3989,SEARCH,when did dr phil start his own show,NONE
3990,SEND_MESSAGE,message silvia the surprise birthday party for mailee is at the park by the house today,[SL:RECIPIENT silvia ] [SL:CONTENT_EXACT the surprise birthday party for mailee is at the park by the house today ] 
3991,SEARCH,when was the first dork diaries book made,NONE
3992,PlayMusic,play music from 2016,2016
3993,SEND_MESSAGE,Text movie times 9pm or 10pm to John and Kathy,[SL:CONTENT_EXACT movie times 9 pm or 10 pm ] to [SL:RECIPIENT John ] and [SL:RECIPIENT Kathy ] 
3994,GET_MESSAGE,retrieve my chats,
3995,SEND_MESSAGE,message Lulia to wear red dress for the event,[SL:RECIPIENT Lulia ] to [SL:CONTENT_EXACT wear red dress for the event ] 
3996,SEARCH,a request to the supreme court that it review a case that was already decided is made via a(n),NONE
3997,SEND_MESSAGE,send nora a message and let her know i will be late picking her up from dance,[SL:RECIPIENT nora ] a message and let her know [SL:CONTENT_EXACT i will be late picking her up from dance ] 
3998,SEARCH,how i met your mother s6 ep 13 numbers,NONE
3999,GET_MESSAGE,start chats please,
4000,GetWeather,can you give me the weather forecast for nov 9th for lakeview heights la,nov 9th lakeview heights la
4001,SEARCH,who is the patron saint of the us,NONE
4002,PlayMusic,play music on the playlist electronic gaming,electronic gaming
4003,PlayMusic,play ballad music by jeff lynne,ballad jeff lynne
4004,SEARCH,what was the purpose of the tennessee valley authority (tva) during the great depression,NONE
4005,PlayMusic,play a mike osborne song,mike osborne song
4006,PlayMusic,play a herbie fields record from the sixties,herbie fields record sixties
4007,PlayMusic,open youtube and play nanana from massimo altomare,youtube nanana massimo altomare
4008,GetWeather,is it going to be stormy close to australia,stormy close australia
4009,SEND_MESSAGE,"Tell Frank he's on, but that ten dollars is mine","[SL:RECIPIENT Frank ] [SL:CONTENT_EXACT he 's on , but that ten dollars is mine ] "
4010,SEND_MESSAGE,Message Micah to see if he is still going to Ulfheim concert,[SL:RECIPIENT Micah ] to see if [SL:CONTENT_EXACT he is still going to Ulfheim concert ] 
4011,GetWeather,tell me if it ll blizzard in ks,blizzard ks
4012,SEND_MESSAGE,text dad and ask if he wants to go to the annual christmas party,[SL:RECIPIENT 
4013,SEND_MESSAGE,message ron and ask for his birthdate,[SL:RECIPIENT ron ] and ask for [SL:CONTENT_EXACT his birthdate ] 
4014,PlayMusic,play music by francis healy,francis healy
4015,PlayMusic,play me something by funtwo,funtwo
4016,SEND_MESSAGE,message colin and ask if he has the assignment with him,[SL:RECIPIENT colin ] and ask if [SL:CONTENT_EXACT he has the assignment with him ] 
4017,SEND_MESSAGE,Begin a video message for Sue.,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT Sue ] . 
4018,SEARCH,first gender park in india inaugurated at which place in kerala,NONE
4019,SEND_MESSAGE,Message Ben and ask if he is seen my wallet.,[SL:RECIPIENT Ben ] and ask if [SL:CONTENT_EXACT he is seen my wallet ] . 
4020,GetWeather,is it going to be temperate in farallon islands now,temperate farallon islands now
4021,SEARCH,when was the last time india won a gold medal in hockey at olympics,NONE
4022,PlayMusic,play listen to the mocking bird by billy martin on youtube,listen to the mocking bird billy martin youtube
4023,PlayMusic,play solange 2016 album,2016 album
4024,PlayMusic,play the album axum,album axum
4025,PlayMusic,play music from the playlist get your mind right,get your mind right
4026,GetWeather,what will the weather be here 14 minutes from now within walking distance,here 14 minutes from now within walking distance
4027,SEARCH,new mexico was admitted to the union as the . . . state,NONE
4028,GET_MESSAGE,find me my chat requests please,
4029,PlayMusic,play an album on netflix by chris castle from 2011,album netflix chris castle 2011
4030,SEARCH,other than water what else has hydrogen bonds,NONE
4031,PlayMusic,play piano ballads on netflix,piano ballads netflix
4032,GetWeather,can you tell me the weather forecast for denmark,denmark
4033,SEND_MESSAGE,"Send mom a message , saying I love you",[SL:RECIPIENT 
4034,SEARCH,who has been named 2018 best fifa men's player,NONE
4035,GET_MESSAGE,Has Dad messaged me on Skype today?,[SL:SENDER 
4036,GET_MESSAGE,Are there any messages in the Catalan Castell chat?,[SL:GROUP Catalan Castell ] chat ? 
4037,SEND_MESSAGE,send a message to all my friends to join me for my going away party at the bar,[SL:RECIPIENT 
4038,SEARCH,when did the us stop drafting for the vietnam war,NONE
4039,PlayMusic,play a concerto top ten sort by lloyd,concerto top ten lloyd
4040,SEARCH,what is a e8 in the marine corps,NONE
4041,PlayMusic,i want to listen to lastfm play a drop of the hard stuff by joi chua,lastfm a drop of the hard stuff joi chua
4042,SEND_MESSAGE,Text my cousins and tell them I'm on the way to pick them up,[SL:RECIPIENT 
4043,PlayMusic,play me a song from luxury liner,song luxury liner
4044,GetWeather,what is the british virgin islands forecast for next november,british virgin islands next november
4045,SEND_MESSAGE,Message Brittney telling her Happy Birthday.,[SL:RECIPIENT Brittney ] telling her [SL:CONTENT_EXACT Happy Birthday ] . 
4046,SEND_MESSAGE,help me make a video message,[SL:TYPE_CONTENT video ] message 
4047,SEARCH,when does a wrinkle in time come out in canada,NONE
4048,SEARCH,when was the last time florida state had a losing record,NONE
4049,PlayMusic,play a song from 1990 on netflix,song 1990 netflix
4050,SEND_MESSAGE,Send a message to Sabrina and let her know that we will be attending her fashion show at the Broad Street Ballroom Aug. 7th at 7pm.,[SL:RECIPIENT Sabrina ] and let her know that [SL:CONTENT_EXACT we will be attending her fashion show at the Broad Street Ballroom Aug . 7th at 7 pm ] . 
4051,SEND_MESSAGE,Message Justin to ask him if he will be coming up on Sunday,[SL:RECIPIENT Justin ] to ask him if [SL:CONTENT_EXACT he will be coming up on Sunday ] 
4052,SEND_MESSAGE,send a message to my sister Suzanne and tell her the Jones are coming on Friday,[SL:RECIPIENT 
4053,SEARCH,what state does rick and morty take place in,NONE
4054,GET_MESSAGE,Show who's sending messages,
4055,SEND_MESSAGE,Drop a video message to Jenn's number.,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT Jenn ] 's number . 
4056,GET_MESSAGE,Can I see my new texts,[SL:TAG_MESSAGE new ] texts 
4057,SEND_MESSAGE,Send a message to James that I have to reschedule.,[SL:RECIPIENT James ] that [SL:CONTENT_EXACT I have to reschedule ] . 
4058,SEARCH,who shot first in the shot heard around the world,NONE
4059,SEND_MESSAGE,Tell Ken that the baseball game got rained out.,[SL:RECIPIENT Ken ] that [SL:CONTENT_EXACT the baseball game got rained out ] . 
4060,SEARCH,what system does the uk use for measurement,NONE
4061,PlayMusic,play andy williams sings rodgers and hammerstein by elica todorova,andy williams sings rodgers and hammerstein elica todorova
4062,SEND_MESSAGE,Send my mom a text saying I love you.,[SL:RECIPIENT 
4063,PlayMusic,i wanna hear something on spotify by eddie vinson,spotify eddie vinson
4064,PlayMusic,play something from the twenties,twenties
4065,SEND_MESSAGE,Text Stacie asking if her mom is okay,[SL:RECIPIENT Stacie ] asking if [SL:CONTENT_EXACT her mom is okay ] 
4066,SEARCH,what's the dog's name on tom and jerry,NONE
4067,PlayMusic,play music on lastfm,lastfm
4068,SEND_MESSAGE,Make a video message for Mom.,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT 
4069,GetWeather,what is the weather forecast in nine months within walking distance of ohio,in nine months within walking distance ohio
4070,SEARCH,who plays lefou in beauty and the beast 1991,NONE
4071,SEND_MESSAGE,Send message to niece that I am going to her trackmeet tomorrow.,[SL:RECIPIENT 
4072,SEARCH,what is the meaning of the harp in ireland,NONE
4073,PlayMusic,play the track the wizard and i,track the wizard and i
4074,SEARCH,the elements in each period have the same number of,NONE
4075,GetWeather,will it hail in rush valley denmark on 6/21/2035,hail rush valley denmark 6/21/2035
4076,PlayMusic,play hættuleg hljómsveit & glæpakvendið stella by kaori iida,hættuleg hljómsveit & glæpakvendið stella kaori iida
4077,PlayMusic,play new music from liang wern fook,new liang wern fook
4078,SEARCH,countries with high rate of unemployment in africa,NONE
4079,SEND_MESSAGE,"Ask Kim if tomorrow is a dress up day at work, and when my next off day is.","[SL:RECIPIENT Kim ] if [SL:CONTENT_EXACT tomorrow is a dress up day at work , and when my next off day is ] . "
4080,SEND_MESSAGE,text renata and tell her it's snowing and the roads are too icy. Tell her we will need to reschedule,[SL:RECIPIENT renata ] and tell her [SL:CONTENT_EXACT it 's snowing and the roads are too icy ] . Tell her [SL:CONTENT_EXACT we will need to reschedule ] 
4081,SEND_MESSAGE,Please message Jason and ask him what time the game is tomorrow.,[SL:RECIPIENT Jason ] and ask him [SL:CONTENT_EXACT what time the game is tomorrow ] . 
4082,SEND_MESSAGE,Send a message to Marilyn to meet me at the Surgery Center right away.,[SL:RECIPIENT Marilyn ] to [SL:CONTENT_EXACT meet me at the Surgery Center right away ] . 
4083,SEARCH,where is the majority of our body fluid found,NONE
4084,SEND_MESSAGE,Message Mason to meet in the lobby,[SL:RECIPIENT Mason ] to [SL:CONTENT_EXACT meet in the lobby ] 
4085,SEND_MESSAGE,Message Jane and tell her the John Carter for Senate meeting will held at the banks meeting room.,[SL:RECIPIENT Jane ] and tell her [SL:CONTENT_EXACT the John Carter for Senate meeting will held at the banks meeting room ] . 
4086,GetWeather,what is the baotianman national nature reserve forecast,baotianman national nature reserve
4087,PlayMusic,play the cherry-tree carol by edwin mccain,the cherry-tree carol edwin mccain
4088,SEND_MESSAGE,Send a message asking Ian if he locked the door.,[SL:RECIPIENT Ian ] if [SL:CONTENT_EXACT he locked the door ] . 
4089,GET_MESSAGE,i want my chats,
4090,GetWeather,show me the forecast for wisconsin,wisconsin
4091,SEND_MESSAGE,You can send the message to Boston,[SL:RECIPIENT Boston ] 
4092,GetWeather,what is the chilly forecast for mustoe north carolina,chilly mustoe north carolina
4093,GetWeather,what is the weather forecast close-by bermuda,close-by bermuda
4094,PlayMusic,play dancing through life by ronald isley on spotify,dancing through life ronald isley spotify
4095,SEND_MESSAGE,Send a message to Olivia and ask what bar and grill is the Kyle Sexton Band playing?,[SL:RECIPIENT Olivia ] and ask [SL:CONTENT_EXACT what bar and grill is the Kyle Sexton Band playing ] ? 
4096,GetWeather,will the sun come out today in houston,sun today houston
