,Intent,Query,Param
1920,SEND_MESSAGE,Tell Emma to meet me in the living room in 15 minutes.,[SL:RECIPIENT Emma ] to [SL:CONTENT_EXACT meet me in the living room in 15 minutes ] . 
1921,PlayMusic,play rocket queen on itunes,rocket queen itunes
1922,GetWeather,how cold is it in princeton junction,cold princeton junction
1923,GetWeather,what s the weather close to harmar heights this afternoon,close harmar heights afternoon
1924,SEND_MESSAGE,Ask Melissa for a map and her address because I'm lost.,[SL:RECIPIENT Melissa ] for [SL:CONTENT_EXACT a map and her address because I'm lost ] . 
1925,GET_MESSAGE,who video messaged me,[SL:TYPE_CONTENT video ] messaged [SL:RECIPIENT me ] 
1926,PlayMusic,i want to hear a 1976 symphony by jam master jay,1976 symphony jam master jay
1927,GetWeather,give me the weather forecast for lower lake on sep 21 2038,lower lake sep 21 2038
1928,GetWeather,what s the weather going to be like near moldova on fri,near moldova fri
1929,GetWeather,will there be a lot of sun in dry prong somalia at 5 pm,sun dry prong somalia 5 pm
1930,GET_MESSAGE,Do I have any chats with the softball group?,[SL:GROUP softball ] group ? 
1931,SEND_MESSAGE,Text Olivia,[SL:RECIPIENT Olivia ] 
1932,GetWeather,tell me the weather forecast 1 hour from now in big thicket national preserve,1 hour from now big thicket national preserve
1933,PlayMusic,play music on netflix,netflix
1934,GET_MESSAGE,switch to chat requests,
1935,GetWeather,is it going to be cloudy in my current spot for dinner,cloudy current spot dinner
1936,GetWeather,what is the weather in ct,ct
1937,SEND_MESSAGE,Please remind Kaleb that practice begins at 5 tonight.,[SL:RECIPIENT Kaleb ] that [SL:CONTENT_EXACT practice begins at 5 tonight ] . 
1938,GetWeather,is there any predicted snowfall in 2 months in vandalia el salvador,snowfall in 2 months vandalia el salvador
1939,SEND_MESSAGE,Send the message to mom,[SL:RECIPIENT 
1940,PlayMusic,i want to hear music on my slacker app,slacker
1941,GET_MESSAGE,i want my chats,
1942,SEND_MESSAGE,Write Kelly and ask her if she wants to meet me for coffee at the shop near me.,[SL:RECIPIENT Kelly ] and ask her [SL:CONTENT_EXACT if she wants to meet me for coffee at the shop near me ] . 
1943,PlayMusic,play some songs from the fourties by yoshiki fukuyama,fourties yoshiki fukuyama
1944,SEND_MESSAGE,Ask Marcus what time he will reach my current location.,[SL:RECIPIENT Marcus ] [SL:CONTENT_EXACT what time he will reach my current location ] . 
1945,GetWeather,tell me the weather forecast thirteen seconds from now in ukraine,thirteen seconds from now ukraine
1946,PlayMusic,use netflix to play a record by emil gilels from year 2015,netflix record emil gilels 2015
1947,SEND_MESSAGE,Message Tyler with my response that I will be attending his birthday party.,[SL:RECIPIENT Tyler ] with my response that [SL:CONTENT_EXACT I will be attending his birthday party ] . 
1948,GetWeather,what s it feel like in north gulfport,north gulfport
1949,SEND_MESSAGE,send steve a message asking if he wants to go to the taylor swift concert,[SL:RECIPIENT steve ] a message asking [SL:CONTENT_EXACT if he wants to go to the taylor swift concert ] 
1950,SEND_MESSAGE,Send mom a message saying the traffic is bad,[SL:RECIPIENT 
1951,PlayMusic,play a scott lafaro soundtrack,scott lafaro soundtrack
1952,PlayMusic,play the album shooting silvio by dave sabo,album shooting silvio dave sabo
1953,SEND_MESSAGE,"Explained to Jeff that the fish 5 Festival is completed and that Mike will need assistance with the takedown of the rides, Monday at 9","[SL:RECIPIENT Jeff ] that [SL:CONTENT_EXACT the fish 5 Festival is completed and that Mike will need assistance with the takedown of the rides , Monday at 9 ] "
1954,SEND_MESSAGE,send a follow-up message to mike to see if he's in town this weekend,[SL:RECIPIENT mike ] to see if [SL:CONTENT_EXACT he 's in town this weekend ] 
1955,GET_MESSAGE,Read new message from Tim on Messenger,[SL:TAG_MESSAGE new ] message from [SL:SENDER Tim ] on [SL:RESOURCE Messenger ] 
1956,PlayMusic,play the top twenty tracks of ron jarzombek,top twenty tracks ron jarzombek
1957,GET_MESSAGE,Did Annie message me on Discord earlier?,[SL:SENDER Annie ] message [SL:RECIPIENT me ] on [SL:RESOURCE Discord ] [SL:ORDINAL earlier ] ? 
1958,GetWeather,will it be temperate near neylandville,temperate near neylandville
1959,SEND_MESSAGE,Can you please send a video message to Kia?,[SL:TYPE_CONTENT video ] message to [SL:RECIPIENT Kia ] ? 
1960,GetWeather,what will the weather be like in the falkland islands starting may 25 2022,falkland islands may 25 2022
1961,GET_MESSAGE,Read the messages from English group.,[SL:GROUP English ] group . 
1962,SEND_MESSAGE,Message Gina to find out when we are going to take the cruise to the Bahama's.,[SL:RECIPIENT Gina ] to find out [SL:CONTENT_EXACT when we are going to take the cruise to the Bahama 's ] . 
1963,GET_MESSAGE,Get the latest messages from the Wine chat .,[SL:ORDINAL latest ] messages from the [SL:GROUP Wine ] chat . 
1964,GetWeather,is it going to be sunny at five pm in chatyrkul wildlife refuge,sunny five pm chatyrkul wildlife refuge
1965,SEND_MESSAGE,Text April and ask her to meet me at the pool.,[SL:RECIPIENT April ] and ask her to [SL:CONTENT_EXACT meet me at the pool ] . 
1966,GET_MESSAGE,Who texted me earlier today?,[SL:RECIPIENT me ] [SL:DATE_TIME earlier today ] ? 
1967,PlayMusic,play my melodious playlist,melodious
1968,SEND_MESSAGE,Hurry and message my girlfriend so she knows that the book club meeting is at our house tommorow night at 11.,[SL:RECIPIENT 
1969,SEND_MESSAGE,tell my sister that her class reunion is on friday at 8pm,[SL:RECIPIENT 
1970,GetWeather,what is the depression forecast for in five years in altyn-emel-nationalpark,depression in five years altyn-emel-nationalpark
1971,SEND_MESSAGE,Ask Sally what time is registration for the MS Walk,[SL:RECIPIENT Sally ] [SL:CONTENT_EXACT what time is registration for the MS Walk ] 
1972,SEND_MESSAGE,Send an email to Eric to tell him that we will be visiting the Grand Canyon this August and we would love to see him and his family.,[SL:RECIPIENT Eric ] to tell him that [SL:CONTENT_EXACT we will be visiting the Grand Canyon this August and we would love to see him and his family ] . 
1973,GET_MESSAGE,Show new messages,[SL:TAG_MESSAGE new ] messages 
1974,SEND_MESSAGE,Message the director that I will be on-time for rehearsal at the theater.,[SL:RECIPIENT the director ] that [SL:CONTENT_EXACT I will be on - time for rehearsal at the theater ] . 
1975,SEND_MESSAGE,message aly meeting june 8 at 1:00 in starbucks on central,[SL:RECIPIENT aly ] [SL:CONTENT_EXACT meeting june 8 at 1 : 00 in starbucks on central ] 
1976,SEND_MESSAGE,Message Brody and find out if he has an address for Brock.,[SL:RECIPIENT Brody ] and find out if [SL:CONTENT_EXACT he has an address for Brock ] . 
1977,GetWeather,what is the 00:00 pm forecast for blizzard conditions in cameroon,00:00 pm blizzard cameroon
1978,SEND_MESSAGE,Find out from Leena if she is also coming for the weekend movie.,[SL:RECIPIENT Leena ] if [SL:CONTENT_EXACT she is also coming for the weekend movie ] . 
1979,PlayMusic,play music by country dick montana,country dick montana
1980,SEND_MESSAGE,Send a Message to Jesse and ask what hotel they’re staying in Panama City Beach next month,[SL:RECIPIENT Jesse ] and ask [SL:CONTENT_EXACT what hotel they’re staying in Panama City Beach next month ] 
1981,GetWeather,i need a weather forecast for laos at one am,laos one am
1982,PlayMusic,play yuauea by rick ross,yuauea rick ross
1983,SEND_MESSAGE,Message I can't get off work.,[SL:CONTENT_EXACT I can't get off work ] . 
1984,PlayMusic,play some deezer oldies music,deezer oldies
1985,SEND_MESSAGE,Message Brandon and tell him I need the address to get to the Williams-Brice Stadium tomorrow morning.,[SL:RECIPIENT Brandon ] and tell him [SL:CONTENT_EXACT I need the address to get to the Williams - Brice Stadium tomorrow morning ] . 
1986,SEND_MESSAGE,Ask Elias how much I owe for drinks.,[SL:RECIPIENT Elias ] [SL:CONTENT_EXACT how much I owe for drinks ] . 
1987,SEND_MESSAGE,Ask Eddie if he is riding bike in central park this weekend,[SL:RECIPIENT Eddie ] if [SL:CONTENT_EXACT he is riding bike in central park this weekend ] 
1988,GetWeather,what will the weather be in post falls on feb 17,post falls feb 17
1989,PlayMusic,open groove shark and play jason mizell,groove shark jason mizell
1990,GET_MESSAGE,Show dad's texts,[SL:SENDER 
1991,SEND_MESSAGE,ask matt if he remembers our first date,[SL:RECIPIENT matt ] if [SL:CONTENT_EXACT he remembers our first date ] 
1992,GetWeather,what s the forecast for the weather at eight am in oxford,eight am oxford
1993,PlayMusic,can you play the greatest songs by mauro picotto,greatest mauro picotto
1994,GetWeather,what is the weather here,here
1995,PlayMusic,play music from the twenties with slacker,twenties slacker
1996,PlayMusic,play a new song form the eighties,new song eighties
1997,PlayMusic,play music from 1999,1999
1998,GetWeather,tell me the weather forecast close to romania,close romania
1999,SEND_MESSAGE,Tell my mom I am just leaving work.,[SL:RECIPIENT 
2000,GetWeather,will it be warm within walking distance of saint pierre and miquelon,warm within walking distance saint pierre and miquelon
2001,SEND_MESSAGE,"Please message John, Sydney, and Jill and tell them the address is 123 Main St. in downtown Clarkston.","[SL:RECIPIENT John ] , [SL:RECIPIENT Sydney ] , and [SL:RECIPIENT Jill ] and tell them [SL:CONTENT_EXACT the address is 123 Main St . in downtown Clarkston ] . "
2002,GetWeather,what will the weather be in wakarusa,wakarusa
2003,SEND_MESSAGE,Ask mom when the pool party starts tomorrow.,[SL:RECIPIENT 
2004,GET_MESSAGE,get me my chat requests,
2005,SEND_MESSAGE,Ask Ron if he needs me to stop anywhere on my way home>,[SL:RECIPIENT Ron ] if [SL:CONTENT_EXACT he needs me to stop anywhere on my way home ] > 
2006,GET_MESSAGE,Do I have texts from my animal lovers group?,[SL:GROUP animal lovers ] group ? 
2007,SEND_MESSAGE,Send a message to Satapana that I will be at the wedding,[SL:RECIPIENT Satapana ] that [SL:CONTENT_EXACT I will be at the wedding ] 
2008,GetWeather,will it be colder in oaklawn zambia,colder oaklawn zambia
2009,SEND_MESSAGE,Message Michelle asking when she will get here,[SL:RECIPIENT Michelle ] asking [SL:CONTENT_EXACT when she will get here ] 
2010,GetWeather,tell me the weather forecast for azerbaijan,azerbaijan
2011,SEND_MESSAGE,Tell Mike that Storytime at the Monrovia library starts at 10am.,[SL:RECIPIENT Mike ] that [SL:CONTENT_EXACT Storytime at the Monrovia library starts at 10 am ] . 
2012,GET_MESSAGE,would you pull up chats,
2013,SEND_MESSAGE,Message my husband and tell him to take Hecksher Drive to the airport to avoid heavy traffic,[SL:RECIPIENT 
2014,SEND_MESSAGE,Message Tony,[SL:RECIPIENT Tony ] 
2015,PlayMusic,i want to hear papa mali s songs from the fifties,papa mali fifties
2016,SEND_MESSAGE,Ask Ken if he took the dog out this morning.,[SL:RECIPIENT Ken ] if [SL:CONTENT_EXACT he took the dog out this morning ] . 
2017,SEND_MESSAGE,tell mo good night,[SL:RECIPIENT mo ] [SL:CONTENT_EXACT good night ] 
2018,SEND_MESSAGE,Let Marta know that I'm going to the nurse's meeting at 8,[SL:RECIPIENT Marta ] know that [SL:CONTENT_EXACT I'm going to the nurse 's meeting at 8 ] 
2019,GetWeather,what will the weather be like here on dec 8 2019,here dec 8 2019
2020,GET_MESSAGE,open chat requests please,
2021,SEND_MESSAGE,SEND A MESSAGE TO KEVIN AND ASK HIM IF HE WILL SERVE ON THE BUSINESS COMMITTEE STARTING IN AUGUST.,[SL:RECIPIENT KEVIN ] AND ASK HIM IF [SL:CONTENT_EXACT HE WILL SERVE ON THE BUSINESS COMMITTEE STARTING IN AUGUST ] . 
2022,PlayMusic,play the song vodka by kunal ganjawala on itunes,song vodka kunal ganjawala itunes
2023,SEND_MESSAGE,Can you tell Jennifer that there is traffic on the parkway and I'm running late,[SL:RECIPIENT Jennifer ] that [SL:CONTENT_EXACT there is traffic on the parkway and I'm running late ] 
2024,GET_MESSAGE,Any updates in the daycare group chat?,[SL:GROUP daycare ] group chat ? 
2025,SEND_MESSAGE,Text Courtney to see if she wants to join for the Beyonce concert.,[SL:RECIPIENT Courtney ] to see if [SL:CONTENT_EXACT she wants to join for the Beyonce concert ] . 
2026,SEND_MESSAGE,Tell Michael to just get here a necklace,[SL:RECIPIENT Michael ] to [SL:CONTENT_EXACT just get here a necklace ] 
2027,GetWeather,how much hotter will it be here tomorrow,hotter here tomorrow
2028,SEND_MESSAGE,"Nicole, what is the name of the running store in DC that has the running club on Tuesday and Thursday's?","[SL:RECIPIENT Nicole ] , [SL:CONTENT_EXACT what is the name of the running store in DC that has the running club on Tuesday and Thursday 's ] ? "
2029,PlayMusic,play a seventies soundtrack by steve walsh on groove shark,seventies soundtrack steve walsh groove shark
2030,SEND_MESSAGE,tell jobe that the offer is still on and i need him to message me if he wants the details,[SL:RECIPIENT jobe ] that [SL:CONTENT_EXACT the offer is still on and i need him to message me if he wants the details ] 
2031,SEND_MESSAGE,Let Chris's family know we are going to meet at Cafe Rio on Thursday at 9 p.m.,[SL:RECIPIENT 
2032,SEND_MESSAGE,"Message Ed, and let him know the roads are too dangerous to drive.","[SL:RECIPIENT Ed ] , and let him know [SL:CONTENT_EXACT the roads are too dangerous to drive ] . "
2033,SEND_MESSAGE,ask Brian and Ronnie if they are on there way,[SL:RECIPIENT Brian ] and [SL:RECIPIENT Ronnie ] if [SL:CONTENT_EXACT they are on there way ] 
2034,SEND_MESSAGE,Hi Bot! I want you to let Priya know that I have recorded a new song last week.,[SL:RECIPIENT Priya ] know that [SL:CONTENT_EXACT I have recorded a new song last week ] . 
2035,GetWeather,will it be hot in the cayman islands on november 12th 2035,hot cayman islands november 12th 2035
2036,GetWeather,will it be hot in the cayman islands on november 12th 2035,hot cayman islands november 12th 2035
2037,GET_MESSAGE,switch to chats,
2038,PlayMusic,i want to hear box of rain by skeets mcdonald,box of rain skeets mcdonald
2039,PlayMusic,play a good 1952 symphony,good 1952 symphony
2040,SEND_MESSAGE,Send message to Siblings that we are eating at Lawrys in Beverly Hills at 6pm,[SL:RECIPIENT 
2041,SEND_MESSAGE,Send a message to Olivia to ask her to order food for the Foster Parent Dinner at Chuck E Cheese's on August tenth.,[SL:RECIPIENT Olivia ] to ask her to [SL:CONTENT_EXACT order food for the Foster Parent Dinner at Chuck E Cheese 's on August tenth ] . 
2042,PlayMusic,i want to listen to lastfm play a drop of the hard stuff by joi chua,lastfm a drop of the hard stuff joi chua
2043,SEND_MESSAGE,Message Jason and ask him to send a photo of his damaged car.,[SL:RECIPIENT Jason ] and ask him to [SL:CONTENT_EXACT send a photo of his damaged car ] . 
2044,GetWeather,is it cold in north carolina,cold north carolina
2045,GET_MESSAGE,Did Daniel message me on Messenger?,[SL:SENDER Daniel ] message me on [SL:RESOURCE Messenger ] ? 
2046,GetWeather,forecast for morse shores kansas,morse shores kansas
2047,PlayMusic,play a track from 2004,track 2004
2048,PlayMusic,play lily rosemary and the jack of hearts by chris goss,lily rosemary and the jack of hearts chris goss
2049,GetWeather,let me get the forecast in allardt canada,allardt canada
2050,GetWeather,will it be chilly at 4 in druid hills american samoa,chilly 4 druid hills american samoa
2051,GetWeather,will there be snowfall in pacific beach suriname,snowfall pacific beach suriname
2052,SEND_MESSAGE,Message Carla and tell her we have an appointment,[SL:RECIPIENT Carla ] and tell her [SL:CONTENT_EXACT we have an appointment ] 
2053,GET_MESSAGE,Open texts from the orchestra chat.,[SL:GROUP orchestra ] chat . 
2054,SEND_MESSAGE,Message Mike and ask how far away from the house Olathe Med is.,[SL:RECIPIENT Mike ] and ask [SL:CONTENT_EXACT how far away from the house Olathe Med is ] . 
2055,PlayMusic,start up my pachangueo total playlist,pachangueo total
2056,GetWeather,how will the weather be five weeks from now in moneta,five weeks from now moneta
2057,SEND_MESSAGE,I wanna do a video message for Scarlet May Shawn.,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT Scarlet May Shawn ] . 
2058,PlayMusic,play music on spotify,spotify
2059,PlayMusic,play a song off get up offa that thing by doseone on last fm,song get up offa that thing doseone last fm
2060,GetWeather,what will be the wind speed around pembina gorge state recreation area october the 27th,wind pembina gorge state recreation area october the 27th
2061,SEND_MESSAGE,Send a message to Mike  asking where is the Grady Kids Ride going to be held?,[SL:RECIPIENT Mike ] asking [SL:CONTENT_EXACT where is the Grady Kids Ride going to be held ] ? 
2062,SEND_MESSAGE,Message Ted and tell him Riley got all A's on his report card.,[SL:RECIPIENT Ted ] and tell him [SL:CONTENT_EXACT Riley got all A 's on his report card ] . 
2063,GetWeather,will it be stormy in saint pierre and miquelon in the city of wenham,stormy saint pierre and miquelon wenham
2064,SEND_MESSAGE,Send Pam a message letting her know i'm spending the night,[SL:RECIPIENT Pam ] a message letting her know [SL:CONTENT_EXACT i'm spending the night ] 
2065,PlayMusic,play me a song by saki nakajima,song saki nakajima
2066,SEND_MESSAGE,"Tell Frank he's on, but that ten dollars is mine","[SL:RECIPIENT Frank ] [SL:CONTENT_EXACT he 's on , but that ten dollars is mine ] "
2067,SEND_MESSAGE,ask joey if he can make it to the party on saturday,[SL:RECIPIENT joey ] if [SL:CONTENT_EXACT he can make it to the party on saturday ] 
2068,SEND_MESSAGE,Tell James I’m only five minutes away from the Cheesecake factory in Huntington West Virginia,[SL:RECIPIENT James ] [SL:CONTENT_EXACT I’m only five minutes away from the Cheesecake factory in Huntington West Virginia ] 
2069,SEND_MESSAGE,Message Karen that the spreadsheet for the committee meeting is on the conference table,[SL:RECIPIENT Karen ] that [SL:CONTENT_EXACT the spreadsheet for the committee meeting is on the conference table ] 
2070,PlayMusic,play isaac yamma slut,isaac yamma slut
2071,GetWeather,tell me if the forecast will be temperate around nationalpark doi suthep-pui on 4/15/2034,temperate around nationalpark doi suthep-pui 4/15/2034
2072,PlayMusic,play a record from 2010,record 2010
2073,GET_MESSAGE,i want to view my chats please,
2074,GET_MESSAGE,start chat requests,
2075,SEND_MESSAGE,"Text Kim and tell her there is a lot of ice on the roads, so I will be running 10 minutes late.","[SL:RECIPIENT Kim ] and tell her [SL:CONTENT_EXACT there is a lot of ice on the roads , so I will be running 10 minutes late ] . "
2076,GetWeather,will it be warm at mountainair,warm mountainair
2077,SEND_MESSAGE,Send Josh a message and tell him I am 15 minutes away from work,[SL:RECIPIENT Josh ] a message and tell him [SL:CONTENT_EXACT I am 15 minutes away from work ] 
2078,PlayMusic,play popular eighties record,popular eighties record
2079,GetWeather,will be warm in hallwood kosovo,warm hallwood kosovo
2080,GET_MESSAGE,Pull up mom's text from WhatsApp,[SL:SENDER 
2081,PlayMusic,play a popular melody by lindsay lohan on youtube,popular melody lindsay lohan youtube
2082,GET_MESSAGE,any messages on messenger?,[SL:RESOURCE messenger ] ? 
2083,PlayMusic,play my acoustic covers playlist on spotify,acoustic covers spotify
2084,SEND_MESSAGE,I would like to message the video to Max.,[SL:TYPE_CONTENT video ] to [SL:RECIPIENT Max ] . 
2085,SEND_MESSAGE,Tell Aunt Fran that I am running 30 minutes late.,[SL:RECIPIENT 
2086,SEND_MESSAGE,Message to Robert Imagine Dragons Concert is the day before my birthday on July 16th at Red Rocks!,[SL:RECIPIENT Robert ] [SL:CONTENT_EXACT Imagine Dragons Concert is the day before my birthday on July 16th at Red Rocks ] ! 
2087,SEND_MESSAGE,Start a video message for Julie.,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT Julie ] . 
2088,GET_MESSAGE,Proceed reading messages to me.,
2089,GetWeather,what is the weather forecast for colfax senegal on 1/1/2031,colfax senegal 1/1/2031
2090,SEND_MESSAGE,harass johnny for an answer if he's going or not,[SL:RECIPIENT johnny ] for an answer if [SL:CONTENT_EXACT he 's going or not ] 
2091,GetWeather,what s the forecast for al twenty one minutes from now,al twenty one minutes from now
2092,GetWeather,what s the weather in south hill,south hill
2093,SEND_MESSAGE,Message Carl “I don’t know where your dad is”,[SL:RECIPIENT Carl ] “ [SL:CONTENT_EXACT I don’t know where your dad is ] ” 
2094,PlayMusic,does netflix have music released in 1991 by you yokoyama,netflix 1991 you yokoyama
2095,GET_MESSAGE,Who texted me yesterday?,[SL:RECIPIENT me ] [SL:DATE_TIME yesterday ] ? 
2096,GetWeather,what is the forecast starting on 5/17/2037 for austria for warmer temps,5/17/2037 austria warmer
2097,SEND_MESSAGE,Tell Lisa to leave in 20 minutes to head to City Creek.,[SL:RECIPIENT Lisa ] to [SL:CONTENT_EXACT leave in 20 minutes to head to City Creek ] . 
2098,SEND_MESSAGE,Message dad to bring the beer for the game,[SL:RECIPIENT 
2099,PlayMusic,play grabsteinland i by doctor fink on slacker radio,grabsteinland i doctor fink slacker
2100,GET_MESSAGE,view my chat requests please,
2101,GetWeather,will it hail in 1 minute in toms river,hail in 1 minute toms river
2102,SEND_MESSAGE,Message Frank to check traffic on WAZE to my house at 5:00 pm,[SL:RECIPIENT Frank ] to [SL:CONTENT_EXACT check traffic on WAZE to my house at 5 : 00 pm ] 
2103,SEND_MESSAGE,Send a message to Jim and tell him the BBQ is tonight,[SL:RECIPIENT Jim ] and tell him [SL:CONTENT_EXACT the BBQ is tonight ] 
2104,SEND_MESSAGE,Ask my sisters what they're getting Dad for Christmas this year,[SL:RECIPIENT 
2105,PlayMusic,play some music on lastfm,lastfm
2106,GetWeather,give me the weather forecast for zambia,zambia
2107,PlayMusic,i want to hear aki nawaz play the song fair annie,aki nawaz song fair annie
2108,GetWeather,will it be warm in jenners panama on august the sixteenth,warm jenners panama august the sixteenth
2109,PlayMusic,play an ep by uncle jimmy thompson,ep uncle jimmy thompson
2110,GetWeather,tell me the weather forecast for my current spot 1 minute from now,current spot 1 minute from now
2111,SEND_MESSAGE,Send David a message to pick up milk on the way home.,[SL:RECIPIENT David ] a message to [SL:CONTENT_EXACT pick up milk on the way home ] . 
2112,GetWeather,will it rain here,rain here
2113,SEND_MESSAGE,Message Jason and ask him to send a photo of his damaged car.,[SL:RECIPIENT Jason ] and ask him to [SL:CONTENT_EXACT send a photo of his damaged car ] . 
2114,GET_MESSAGE,pull up my chat requests,
2115,PlayMusic,play me a song from the fourties movement,song fourties movement
2116,SEND_MESSAGE,i want you to record a video message for amy since she is not available now,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT amy ] since she is not available now 
2117,GetWeather,will it rain 17 weeks from now in teide national park,rain 17 weeks from now teide national park
2118,SEND_MESSAGE,Message Jacey and ask her to call the restaurant and reserve a table for 4 at 6 pm tonight,[SL:RECIPIENT Jacey ] and ask her to [SL:CONTENT_EXACT call the restaurant and reserve a table for 4 at 6 pm tonight ] 
2119,GET_MESSAGE,Pull up yesterday's chat with the Woodworking Group,[SL:DATE_TIME yesterday ] 's chat with the [SL:GROUP Woodworking ] Group 
2120,PlayMusic,play some music from the twenties,twenties
2121,SEND_MESSAGE,"Send out a message to Katie, Meghan and Rocco to see if they will be able to attend the Baptism this Sunday.","[SL:RECIPIENT Katie ] , [SL:RECIPIENT Meghan ] and [SL:RECIPIENT Rocco ] to see if [SL:CONTENT_EXACT they will be able to attend the Baptism this Sunday ] . "
2122,SEND_MESSAGE,message my sister if she wants to meet for drinks downtown,[SL:RECIPIENT 
2123,GetWeather,is it chillier here,chillier here
2124,PlayMusic,play some techno on lastfm,techno lastfm
2125,GET_MESSAGE,pull up my chat requests please,
2126,GetWeather,will it be overcast in seventeen minutes in the united arab emirates,overcast in seventeen minutes united arab emirates
2127,SEND_MESSAGE,CAN YOU ASK DANNY WHO IS DRIVING EVERYONE TO THE POOL PARTY IN AUGUST?,[SL:RECIPIENT DANNY ] [SL:CONTENT_EXACT WHO IS DRIVING EVERYONE TO THE POOL PARTY IN AUGUST ] ? 
2128,GetWeather,what will the weather be next apr in mt,next apr mt
2129,GET_MESSAGE,i want my chat requests,
2130,PlayMusic,play fifties music,fifties
2131,GET_MESSAGE,Can you find me dad's texts from today?,[SL:SENDER 
2132,GetWeather,tell me the weather forecast for molino washington,molino washington
2133,GET_MESSAGE,Who messaged now?,
2134,GetWeather,will it be nice now in norway,now norway
2135,GetWeather,will it rain in six weeks in libby,rain in six weeks libby
2136,GetWeather,what s the weather forecast for aug 8 2020 at my current location,aug 8 2020 current location
2137,GET_MESSAGE,Continue reading that message.,
2138,PlayMusic,play chant music from 1993,chant 1993
2139,SEND_MESSAGE,Send a message to my husband that my meeting got out early so i'll be home earlier than planned.,[SL:RECIPIENT 
2140,SEND_MESSAGE,Can you tell Abby to meet me at home by 5?,[SL:RECIPIENT Abby ] to [SL:CONTENT_EXACT meet me at home by 5 ] ? 
2141,GetWeather,what will the weather be in peru,peru
2142,GetWeather,tell me if there will be a snowstorm on sep the second 2028 in olpe,snowstorm sep the second 2028 olpe
2143,SEND_MESSAGE,ask the nanny to bring Sophie,[SL:RECIPIENT the nanny ] to [SL:CONTENT_EXACT bring Sophie ] 
2144,SEND_MESSAGE,Send a message to Satapana that I will be at the wedding,[SL:RECIPIENT Satapana ] that [SL:CONTENT_EXACT I will be at the wedding ] 
2145,PlayMusic,play ciribiribin by sandeep khare,ciribiribin sandeep khare
2146,PlayMusic,i want to hear something off fist for fight by rushton moreve on youtube,fist for fight rushton moreve youtube
2147,PlayMusic,play some nineties chant music from nicoleta nicola,nineties chant nicoleta nicola
2148,PlayMusic,play chant music by david cook,chant david cook
2149,SEND_MESSAGE,Message receptionist asking her to buzz me when group arrives for meeting,[SL:RECIPIENT receptionist ] asking her to [SL:CONTENT_EXACT buzz me when group arrives for meeting ] 
2150,PlayMusic,play music on spotify,spotify
2151,PlayMusic,play a song from the thirties on zvooq,song thirties zvooq
2152,PlayMusic,play me benjamin kowalewicz s top hits,benjamin kowalewicz top
2153,SEND_MESSAGE,message to mom that aunt mary's dinner is on saturday at 5,[SL:RECIPIENT 
2154,PlayMusic,play the newest melody by cisco adler on pandora,newest melody cisco adler pandora
2155,PlayMusic,play me a popular ronnie wood soundtrack,popular ronnie wood soundtrack
2156,GET_MESSAGE,would you pull up chats,
2157,GetWeather,at 7 pm what will the weather be in iceland,7 pm iceland
2158,GetWeather,will it snow on apr eighteenth 2029 in myanmar,snow apr eighteenth 2029 myanmar
2159,GetWeather,is it warm here now,warm here now
2160,SEND_MESSAGE,Can you send a message to my brother saying to pick me up at 4PM?,[SL:RECIPIENT 
2161,GET_MESSAGE,Get me texts from Study Buddies thread,[SL:GROUP Study Buddies ] thread 
2162,SEND_MESSAGE,Message Tina and ask if she is attending the Community of Hope volunteer event.,[SL:RECIPIENT Tina ] and ask if [SL:CONTENT_EXACT she is attending the Community of Hope volunteer event ] . 
2163,GetWeather,show fog conditions at 7 am in nh,fog 7 am nh
2164,SEND_MESSAGE,send message to jr stuck in traffic on westbound i 40 ext 125 please pick up dinner,[SL:RECIPIENT jr ] [SL:CONTENT_EXACT stuck in traffic on westbound i 40 ext 125 please pick up dinner ] 
2165,PlayMusic,play a track from the thirties,track thirties
2166,PlayMusic,plpay my disco fever playlist,disco fever
2167,SEND_MESSAGE,send message to Gina confirming the tour to visit the canyons in Colorado,[SL:RECIPIENT Gina ] [SL:CONTENT_EXACT confirming the tour to visit the canyons in Colorado ] 
2168,PlayMusic,play music from 2011,2011
2169,GET_MESSAGE,read last nights message back,[SL:DATE_TIME last nights ] message back 
2170,SEND_MESSAGE,Make a video message for Dennis.,[SL:TYPE_CONTENT video ] message for [SL:RECIPIENT Dennis ] . 
2171,SEND_MESSAGE,I need you to message my friends who live in Fletcher and ask who is going to the Fall Festival this weekend.,[SL:RECIPIENT 
2172,GET_MESSAGE,would you pull up chat requests,
2173,SEND_MESSAGE,Let Mom know that I am busy with work.,[SL:RECIPIENT 
2174,SEND_MESSAGE,Message Debra and let her know we will not be able to attend her hairstyle debut for her cosmetology school next Thursday.,[SL:RECIPIENT Debra ] and let her know [SL:CONTENT_EXACT we will not be able to attend her hairstyle debut for her cosmetology school next Thursday ] . 
2175,SEND_MESSAGE,message george and please ask him to call me with the details of the fundraiser for the gymnastics team,[SL:RECIPIENT george ] and please ask him to [SL:CONTENT_EXACT call me with the details of the fundraiser for the gymnastics team ] 
2176,PlayMusic,play some seventies track from top rie tomosaka,seventies track top rie tomosaka
2177,PlayMusic,plpay my disco fever playlist,disco fever
